customer_unique_id,frequency,monetary,recency_days,avg_order_value,avg_review_score,review_count,tenure_days,avg_days_between_orders,avg_installments,payment_type_diversity,late_delivery_rate,category_diversity,churned
cust_005108,5,598.15,31,119.63,4.0,5,577,143.8,3.0,1,0.4,5,0
cust_005109,1,137.66,546,137.66,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_005110,2,282.26,555,141.13,3.0,2,120,120.0,6.5,1,0.5,3,1
cust_005111,3,291.16,22,97.05,4.0,2,465,232.0,2.7,1,0.333,3,0
cust_005112,2,106.12,440,53.06,5.0,2,176,176.0,1.0,1,0.0,2,1
cust_005113,3,222.7,16,74.23,3.33,3,512,255.5,3.7,1,0.333,3,0
cust_005114,2,251.24,41,125.62,3.0,2,110,110.0,1.5,1,0.5,3,0
cust_005115,2,395.03,35,197.52,4.5,2,262,262.0,3.0,1,0.0,4,0
cust_005116,3,868.65,75,289.55,4.67,3,515,257.5,1.3,1,0.0,4,0
cust_005117,1,115.82,255,115.82,5.0,1,0,0.0,3.0,1,1.0,1,1
cust_005118,2,171.96,60,85.98,5.0,2,236,236.0,2.0,1,0.0,2,0
cust_005119,1,159.12,543,159.12,5.0,1,0,0.0,1.0,1,1.0,1,1
cust_005120,5,521.67,278,104.33,4.0,3,379,94.5,1.8,1,0.2,4,1
cust_005121,3,314.08,414,104.69,2.33,3,64,32.0,5.0,1,0.333,2,1
cust_005122,1,65.86,650,65.86,1.0,1,0,0.0,1.0,1,0.0,1,1
cust_005123,3,590.05,29,196.68,4.33,3,539,269.5,4.7,1,0.0,3,0
cust_005124,1,173.17,382,173.17,0.0,0,0,0.0,2.0,1,0.0,3,1
cust_005125,3,423.74,7,141.25,5.0,3,672,335.5,1.7,1,0.667,5,0
cust_005126,2,1213.74,207,606.87,5.0,2,99,99.0,1.0,1,0.5,3,1
cust_005127,2,118.03,24,59.02,1.5,2,419,419.0,3.0,1,0.0,2,0
cust_005128,3,573.22,32,191.07,2.0,2,330,164.5,2.7,1,0.0,4,0
cust_005129,2,151.42,29,75.71,4.5,2,475,475.0,2.5,1,0.0,2,0
cust_005130,2,304.97,14,152.49,3.5,2,126,126.0,2.0,1,0.5,3,0
cust_005131,1,281.55,460,281.55,3.0,1,0,0.0,3.0,1,0.0,1,1
cust_005132,2,333.9,423,166.95,3.5,2,302,302.0,2.0,1,0.0,2,1
cust_005133,3,574.5,25,191.5,4.0,3,551,275.5,1.0,1,0.0,4,0
cust_005134,3,276.95,71,92.32,3.5,2,138,68.5,5.7,1,0.333,2,0
cust_005135,2,291.7,374,145.85,2.0,2,131,131.0,1.0,1,0.5,3,1
cust_005136,4,415.88,53,103.97,4.0,4,664,221.3,4.8,1,0.25,3,0
cust_005137,3,472.26,2,157.42,5.0,2,463,231.5,2.3,1,0.0,2,0
cust_005138,2,714.11,21,357.06,1.0,1,168,168.0,1.5,1,0.5,3,0
cust_005139,2,381.18,482,190.59,3.0,2,205,205.0,3.5,1,0.0,2,1
cust_005140,3,690.34,111,230.11,4.33,3,583,291.0,3.3,1,0.333,6,1
cust_005141,2,1038.95,48,519.48,3.0,2,173,173.0,1.0,1,0.0,3,0
cust_005142,5,736.34,50,147.27,3.67,3,527,131.5,2.2,1,0.2,5,0
cust_005143,3,850.68,25,283.56,5.0,3,309,154.5,3.0,1,0.333,4,0
cust_005144,1,105.05,24,105.05,5.0,1,0,0.0,1.0,1,0.0,1,0
cust_005145,1,136.4,547,136.4,1.0,1,0,0.0,6.0,1,0.0,1,1
cust_005146,2,190.12,58,95.06,5.0,2,274,274.0,1.0,1,0.0,2,0
cust_005147,3,672.9,64,224.3,4.33,3,564,282.0,6.0,1,0.0,4,0
cust_005148,4,436.15,68,109.04,3.33,3,563,187.3,2.8,1,0.0,5,0
cust_005149,3,212.09,88,70.7,4.5,2,589,294.0,2.0,1,0.0,3,0
cust_005150,4,996.58,4,249.14,5.0,4,534,177.7,2.8,1,0.25,6,0
cust_005151,7,980.85,6,140.12,4.43,7,696,115.7,3.1,1,0.0,6,0
cust_005152,2,267.69,44,133.84,3.5,2,81,81.0,3.5,1,0.5,2,0
cust_005153,3,312.65,75,104.22,4.33,3,223,111.5,2.3,1,0.0,3,0
cust_005154,3,227.7,18,75.9,4.0,3,695,347.5,1.7,1,0.333,3,0
cust_005155,8,1284.09,65,160.51,4.0,7,662,94.0,2.5,1,0.125,8,0
cust_005156,3,390.56,80,130.19,3.33,3,505,252.0,1.0,1,0.333,3,0
cust_005157,2,331.9,52,165.95,4.5,2,635,635.0,1.0,1,1.0,3,0
cust_005158,1,63.04,319,63.04,2.0,1,0,0.0,1.0,1,0.0,1,1
cust_005159,2,288.83,66,144.42,4.0,2,160,160.0,3.0,1,1.0,2,0
cust_005160,2,312.2,102,156.1,4.0,2,149,149.0,2.0,1,1.0,3,1
cust_005161,1,44.2,69,44.2,5.0,1,0,0.0,1.0,1,0.0,1,0
cust_005162,3,358.15,81,119.38,2.33,3,524,262.0,1.0,1,0.0,3,0
cust_005163,2,171.65,53,85.82,4.0,2,485,485.0,3.0,1,0.5,2,0
cust_005164,2,335.88,269,167.94,5.0,2,248,248.0,2.5,1,0.0,2,1
cust_005165,4,375.31,88,93.83,4.0,4,528,175.7,5.0,1,0.25,5,0
cust_005166,3,319.67,241,106.56,5.0,3,321,160.0,2.7,1,0.0,4,1
cust_005167,2,161.85,52,80.92,5.0,2,525,525.0,2.0,1,0.0,2,0
cust_005168,1,316.79,232,316.79,5.0,1,0,0.0,1.0,1,1.0,2,1
cust_005169,1,85.53,722,85.53,5.0,1,0,0.0,12.0,1,0.0,1,1
cust_005170,4,355.92,18,88.98,3.75,4,544,181.0,2.0,1,0.25,5,0
cust_005171,2,328.0,266,164.0,3.5,2,451,451.0,1.0,1,0.0,3,1
cust_005172,3,208.87,43,69.62,4.67,3,473,236.0,5.7,1,0.0,3,0
cust_005173,2,105.2,81,52.6,5.0,2,497,497.0,1.5,1,0.5,2,0
cust_005174,7,1014.53,45,144.93,4.17,6,484,80.5,2.7,1,0.143,6,0
cust_005175,6,1114.04,34,185.67,4.33,6,514,102.4,7.8,1,0.5,5,0
cust_005176,3,382.22,7,127.41,2.33,3,647,323.0,2.3,1,0.0,3,0
cust_005177,5,443.76,235,88.75,2.5,4,435,108.2,2.6,1,0.0,5,1
cust_005178,2,240.27,388,120.14,2.5,2,200,200.0,2.0,1,0.0,3,1
cust_005179,1,157.89,519,157.89,5.0,1,0,0.0,8.0,1,0.0,1,1
cust_005180,3,295.67,45,98.56,5.0,2,584,291.5,3.3,1,0.0,3,0
cust_005181,3,525.01,76,175.0,4.0,2,497,248.0,2.0,1,0.0,4,0
cust_005182,3,195.32,89,65.11,4.5,2,536,268.0,2.7,1,0.0,3,0
cust_005183,3,620.77,291,206.92,3.0,3,319,159.5,2.0,1,0.333,3,1
cust_005184,1,365.81,622,365.81,5.0,1,0,0.0,1.0,1,1.0,1,1
cust_005185,2,187.93,91,93.96,4.5,2,504,504.0,2.0,1,0.0,3,1
cust_005186,2,311.51,142,155.76,3.0,2,343,343.0,1.0,1,0.0,2,1
cust_005187,4,369.84,2,92.46,4.5,2,697,232.0,2.8,1,0.0,5,0
cust_005188,3,367.74,34,122.58,5.0,2,395,197.0,6.3,1,0.0,3,0
cust_005189,5,611.01,81,122.2,3.6,5,613,152.8,4.0,1,0.2,6,0
cust_005190,2,260.08,8,130.04,4.5,2,580,580.0,6.5,1,0.0,3,0
cust_005191,4,1617.53,91,404.38,3.75,4,587,195.3,2.8,1,0.0,4,1
cust_005192,2,235.19,63,117.6,3.0,2,646,646.0,2.5,1,0.0,3,0
cust_005193,2,195.34,60,97.67,5.0,2,438,438.0,3.0,1,0.5,4,0
cust_005194,2,141.48,77,70.74,4.5,2,109,109.0,2.5,1,0.0,2,0
cust_005195,4,880.6,53,220.15,3.5,4,571,190.3,1.0,1,0.25,5,0
cust_005196,3,542.2,12,180.73,4.67,3,685,342.0,1.3,1,0.0,4,0
cust_005197,8,1499.61,137,187.45,3.75,8,569,80.9,3.0,1,0.125,7,1
cust_005198,3,420.77,42,140.26,3.67,3,368,184.0,2.7,1,0.333,4,0
cust_005199,1,100.8,306,100.8,1.0,1,0,0.0,2.0,1,0.0,1,1
cust_005200,1,56.61,294,56.61,5.0,1,0,0.0,1.0,1,1.0,1,1
cust_005201,3,1665.34,121,555.11,3.0,3,475,237.5,1.3,1,0.0,3,1
cust_005202,4,858.05,2,214.51,4.5,4,610,203.3,2.8,1,0.0,6,0
cust_005203,3,270.36,22,90.12,4.67,3,389,194.0,1.0,1,0.0,2,0
cust_005204,3,295.96,43,98.65,3.67,3,267,133.0,1.3,1,0.333,4,0
cust_005205,3,230.39,100,76.8,4.67,3,53,26.5,1.0,1,0.0,3,1
cust_005206,4,476.96,45,119.24,4.5,4,409,136.0,4.2,1,0.5,4,0
cust_005207,1,136.68,300,136.68,3.0,1,0,0.0,2.0,1,0.0,1,1
cust_005208,4,494.02,6,123.5,4.5,4,608,202.0,1.5,1,0.0,5,0
cust_005209,3,559.5,11,186.5,3.67,3,449,224.0,1.0,1,0.333,4,0
cust_005210,1,743.69,227,743.69,5.0,1,0,0.0,2.0,1,0.0,2,1
cust_005211,2,600.65,186,300.32,4.0,2,182,182.0,1.0,1,0.0,3,1
cust_005212,4,518.89,8,129.72,2.0,3,464,154.3,2.5,1,0.5,5,0
cust_005213,2,231.98,109,115.99,3.5,2,504,504.0,1.5,1,0.0,2,1
cust_005214,3,318.14,35,106.05,4.33,3,613,306.0,4.0,1,0.333,3,0
cust_005215,3,493.91,9,164.64,2.33,3,475,237.5,8.0,1,0.0,6,0
cust_005216,2,284.74,35,142.37,5.0,1,64,64.0,3.5,1,0.0,3,0
cust_005217,3,166.14,110,55.38,4.33,3,165,82.0,4.7,1,0.333,3,1
cust_005218,4,526.12,80,131.53,4.67,3,446,148.3,2.2,1,0.25,5,0
cust_005219,2,221.77,444,110.88,4.5,2,233,233.0,1.0,1,0.5,2,1
cust_005220,4,540.94,57,135.24,4.0,3,571,190.0,2.0,1,0.5,5,0
cust_005221,2,390.34,56,195.17,3.5,2,347,347.0,1.0,1,0.0,3,0
cust_005222,3,481.9,354,160.63,4.33,3,362,180.5,1.0,1,0.0,3,1
cust_005223,7,715.07,74,102.15,2.86,7,531,88.2,4.7,1,0.286,6,0
cust_005224,1,624.61,405,624.61,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_005225,2,153.95,79,76.97,3.5,2,414,414.0,3.0,1,0.5,2,0
cust_005226,2,268.09,276,134.04,5.0,1,109,109.0,2.5,1,0.0,3,1
cust_005228,5,436.04,1,87.21,4.4,5,699,174.2,1.4,1,0.2,5,0
cust_005229,1,61.27,417,61.27,5.0,1,0,0.0,3.0,1,1.0,1,1
cust_005230,1,58.31,589,58.31,4.0,1,0,0.0,4.0,1,0.0,1,1
cust_005231,2,201.77,254,100.88,3.0,2,368,368.0,5.5,1,0.5,2,1
cust_005232,1,228.86,82,228.86,3.0,1,0,0.0,1.0,1,0.0,1,0
cust_005233,2,285.05,26,142.52,5.0,1,588,588.0,1.0,1,0.0,2,0
cust_005234,3,785.6,80,261.87,3.0,3,358,179.0,2.0,1,0.0,4,0
cust_005235,3,315.65,80,105.22,5.0,3,532,265.5,1.3,1,0.333,3,0
cust_005236,4,341.21,87,85.3,3.0,4,390,129.3,3.2,1,0.0,4,0
cust_005237,3,410.67,21,136.89,3.67,3,366,182.5,2.7,1,0.333,3,0
cust_005238,2,376.46,468,188.23,4.0,2,24,24.0,1.0,1,0.5,2,1
cust_005239,1,70.49,94,70.49,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_005240,1,34.08,313,34.08,4.0,1,0,0.0,3.0,1,0.0,1,1
cust_005241,2,499.91,562,249.96,4.5,2,154,154.0,1.0,1,0.0,4,1
cust_005242,2,442.69,32,221.34,3.0,2,11,11.0,4.5,1,0.0,3,0
cust_005243,3,438.02,76,146.01,5.0,2,547,273.5,3.3,1,0.0,3,0
cust_005244,1,69.79,81,69.79,5.0,1,0,0.0,1.0,1,0.0,1,0
cust_005245,5,321.44,88,64.29,4.0,5,590,147.2,2.2,1,0.4,4,0
cust_005246,2,172.37,32,86.18,5.0,2,518,518.0,1.5,1,0.0,2,0
cust_005247,3,334.68,174,111.56,3.0,3,550,275.0,5.7,1,0.0,3,1
cust_005248,3,520.93,345,173.64,3.0,3,287,143.5,4.3,1,0.0,3,1
cust_005249,1,32.69,238,32.69,3.0,1,0,0.0,1.0,1,0.0,1,1
cust_005250,3,541.27,43,180.42,4.0,3,176,88.0,1.0,1,0.0,4,0
cust_005251,1,128.43,43,128.43,4.0,1,0,0.0,1.0,1,0.0,1,0
cust_005252,1,39.81,631,39.81,1.0,1,0,0.0,3.0,1,0.0,1,1
cust_005253,2,289.36,5,144.68,4.0,2,451,451.0,1.0,1,0.0,3,0
cust_005254,2,524.96,165,262.48,2.0,1,218,218.0,3.0,1,0.5,5,1
cust_005255,1,102.55,591,102.55,5.0,1,0,0.0,3.0,1,0.0,1,1
cust_005256,2,277.44,131,138.72,4.5,2,386,386.0,1.0,1,0.0,2,1
cust_005257,2,323.38,385,161.69,4.5,2,146,146.0,4.5,1,0.5,3,1
cust_005258,2,327.0,33,163.5,3.0,1,609,609.0,1.5,1,0.5,2,0
cust_005259,1,512.88,3,512.88,1.0,1,0,0.0,1.0,1,1.0,1,0
cust_005260,5,1039.4,52,207.88,3.0,5,303,75.5,2.8,1,0.4,3,0
cust_005261,1,36.3,556,36.3,4.0,1,0,0.0,10.0,1,0.0,1,1
cust_005262,2,223.73,374,111.86,5.0,2,135,135.0,2.5,1,0.0,2,1
cust_005263,3,403.91,205,134.64,3.67,3,299,149.5,1.7,1,0.333,4,1
cust_005264,4,425.45,56,106.36,5.0,2,637,212.0,1.2,1,0.0,3,0
cust_005265,1,219.2,223,219.2,4.0,1,0,0.0,1.0,1,0.0,3,1
cust_005266,3,437.96,36,145.99,3.0,3,599,299.5,1.3,1,0.667,4,0
cust_005267,5,1454.56,20,290.91,4.2,5,665,166.0,3.4,1,0.4,5,0
cust_005268,4,443.77,140,110.94,4.75,4,530,176.3,1.5,1,0.0,3,1
cust_005269,1,88.39,275,88.39,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_005270,2,336.84,35,168.42,4.0,2,472,472.0,5.5,1,1.0,2,0
cust_005271,1,47.89,499,47.89,3.0,1,0,0.0,4.0,1,0.0,1,1
cust_005272,3,469.31,79,156.44,5.0,3,572,286.0,1.0,1,0.0,3,0
cust_005273,2,263.92,32,131.96,4.5,2,335,335.0,1.0,1,1.0,2,0
cust_005274,2,367.35,1,183.68,3.5,2,477,477.0,1.5,1,0.5,2,0
cust_005275,2,602.08,2,301.04,4.0,2,370,370.0,8.0,1,0.5,3,0
cust_005276,3,560.47,79,186.82,4.0,3,356,177.5,1.7,1,0.0,3,0
cust_005277,2,102.16,33,51.08,5.0,1,199,199.0,3.0,1,0.0,2,0
cust_005278,1,486.86,656,486.86,5.0,1,0,0.0,2.0,1,0.0,2,1
cust_005279,2,224.83,232,112.42,5.0,2,69,69.0,2.0,1,0.5,2,1
cust_005280,3,474.69,15,158.23,4.5,2,115,57.0,2.0,1,0.0,5,0
cust_005281,1,41.21,554,41.21,4.0,1,0,0.0,1.0,1,0.0,1,1
cust_005282,1,111.2,393,111.2,2.0,1,0,0.0,1.0,1,0.0,1,1
cust_005283,4,449.63,33,112.41,4.75,4,641,213.3,1.8,1,0.0,3,0
cust_005284,2,482.12,7,241.06,5.0,2,693,693.0,3.5,1,0.0,3,0
cust_005285,4,770.59,24,192.65,4.75,4,192,63.7,1.5,1,0.0,6,0
cust_005286,1,242.27,16,242.27,5.0,1,0,0.0,5.0,1,0.0,1,0
cust_005287,2,269.66,47,134.83,2.0,1,385,385.0,1.0,1,0.0,3,0
cust_005288,4,979.13,7,244.78,4.0,4,713,237.7,1.0,1,0.25,7,0
cust_005289,6,704.79,60,117.46,3.8,5,665,132.8,1.8,1,0.5,5,0
cust_005290,3,409.71,2,136.57,4.33,3,655,327.0,4.7,1,0.0,3,0
cust_005291,6,604.77,13,100.8,4.0,6,695,138.6,3.0,1,0.667,6,0
cust_005292,2,465.88,15,232.94,4.5,2,672,672.0,4.5,1,1.0,3,0
cust_005293,2,128.92,192,64.46,5.0,2,382,382.0,3.0,1,0.0,3,1
cust_005294,2,196.49,19,98.24,3.0,2,409,409.0,1.0,1,0.5,2,0
cust_005295,2,195.94,120,97.97,5.0,2,158,158.0,3.5,1,1.0,2,1
cust_005296,3,654.37,57,218.12,3.67,3,196,98.0,3.7,1,0.0,6,0
cust_005297,2,148.18,367,74.09,3.0,2,50,50.0,1.0,1,0.0,2,1
cust_005298,5,1091.87,2,218.37,4.25,4,713,178.2,4.0,1,0.2,4,0
cust_005299,4,524.45,14,131.11,4.75,4,690,230.0,1.2,1,0.25,4,0
cust_005300,2,296.74,33,148.37,1.0,2,466,466.0,1.0,1,0.0,1,0
cust_005301,2,336.66,397,168.33,4.0,2,118,118.0,5.5,1,0.0,3,1
cust_005302,3,474.47,6,158.16,4.5,2,199,99.5,4.0,1,0.333,4,0
cust_005303,5,710.73,57,142.15,4.6,5,625,156.0,2.4,1,0.0,6,0
cust_005304,2,277.44,12,138.72,3.0,1,605,605.0,1.0,1,0.5,1,0
cust_005305,3,145.7,283,48.57,3.5,2,302,150.5,5.7,1,0.0,3,1
cust_005306,3,176.03,1,58.68,5.0,2,674,337.0,2.7,1,0.0,2,0
cust_005307,8,880.93,45,110.12,3.29,7,575,81.6,4.6,1,0.5,7,0
cust_005308,1,117.89,56,117.89,0.0,0,0,0.0,1.0,1,1.0,1,0
cust_005309,3,692.86,38,230.95,5.0,2,153,76.0,1.0,1,0.0,6,0
cust_005310,8,683.32,0,85.42,3.86,7,479,68.3,5.0,1,0.375,6,0
cust_005311,2,134.28,24,67.14,3.5,2,32,32.0,1.5,1,0.0,2,0
cust_005312,7,1416.32,41,202.33,4.0,7,643,106.8,1.6,1,0.429,7,0
cust_005313,3,227.0,596,75.67,3.0,3,111,55.0,2.3,1,0.333,4,1
cust_005314,5,555.21,164,111.04,3.6,5,370,92.0,1.8,1,0.2,4,1
cust_005315,5,708.73,0,141.75,2.2,5,728,181.8,2.4,1,0.2,8,0
cust_005316,2,139.2,424,69.6,5.0,2,232,232.0,2.0,1,0.0,1,1
cust_005317,1,144.43,374,144.43,5.0,1,0,0.0,1.0,1,0.0,2,1
cust_005318,3,164.16,26,54.72,4.5,2,598,299.0,5.0,1,0.0,3,0
cust_005319,2,283.18,205,141.59,4.5,2,23,23.0,1.0,1,0.5,2,1
cust_005320,2,160.31,402,80.16,4.0,2,86,86.0,1.5,1,0.0,2,1
cust_005321,2,692.82,375,346.41,5.0,1,71,71.0,3.5,1,0.5,3,1
cust_005322,1,76.86,251,76.86,4.0,1,0,0.0,1.0,1,1.0,1,1
cust_005323,4,408.87,56,102.22,5.0,4,454,151.0,1.2,1,0.0,5,0
cust_005324,4,806.85,6,201.71,4.33,3,403,134.3,3.8,1,0.25,5,0
cust_005325,3,361.64,67,120.55,2.67,3,326,162.5,2.7,1,0.333,3,0
cust_005326,3,456.78,39,152.26,4.67,3,467,233.0,1.0,1,0.333,5,0
cust_005327,7,1536.07,49,219.44,3.5,6,674,111.8,2.4,1,0.0,9,0
cust_005328,1,231.68,554,231.68,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_005329,2,166.4,239,83.2,5.0,2,239,239.0,4.5,1,0.5,2,1
cust_005330,3,463.84,52,154.61,3.67,3,337,168.5,1.7,1,0.0,3,0
cust_005331,1,90.29,48,90.29,4.0,1,0,0.0,1.0,1,0.0,1,0
cust_005332,8,945.94,89,118.24,3.29,7,521,74.0,1.2,1,0.125,8,0
cust_005333,3,435.87,82,145.29,4.67,3,453,226.0,2.0,1,0.0,3,0
cust_005334,1,149.96,525,149.96,2.0,1,0,0.0,5.0,1,0.0,2,1
cust_005335,4,376.95,64,94.24,3.5,4,481,160.3,1.5,1,0.25,5,0
cust_005336,2,191.06,3,95.53,1.0,1,693,693.0,3.5,1,0.0,2,0
cust_005337,3,263.85,47,87.95,3.33,3,606,303.0,4.0,1,0.0,3,0
cust_005338,2,247.08,101,123.54,1.0,1,219,219.0,4.0,1,0.5,2,1
cust_005339,2,193.06,12,96.53,4.0,2,240,240.0,5.5,1,0.5,2,0
cust_005340,4,478.85,207,119.71,4.33,3,417,138.7,6.0,1,0.5,6,1
cust_005341,3,493.97,13,164.66,3.33,3,574,287.0,1.0,1,0.333,3,0
cust_005342,2,247.34,73,123.67,4.5,2,392,392.0,2.5,1,0.0,3,0
cust_005343,6,980.76,77,163.46,3.2,5,464,92.2,4.0,1,0.0,7,0
cust_005344,3,449.46,24,149.82,3.0,2,652,326.0,1.3,1,0.333,5,0
cust_005345,2,155.97,99,77.98,3.5,2,216,216.0,1.0,1,0.0,3,1
cust_005346,6,1144.57,63,190.76,4.5,6,596,119.0,4.0,1,0.167,5,0
cust_005347,3,513.33,73,171.11,4.67,3,592,296.0,1.0,1,0.333,4,0
cust_005348,2,471.58,46,235.79,4.5,2,343,343.0,1.5,1,0.5,3,0
cust_005349,1,121.56,687,121.56,4.0,1,0,0.0,1.0,1,1.0,2,1
cust_005350,2,96.35,419,48.18,3.0,2,258,258.0,1.0,1,0.0,2,1
cust_005351,3,741.47,79,247.16,4.5,2,246,123.0,1.0,1,0.0,6,0
cust_005352,5,628.34,36,125.67,3.0,4,291,72.5,1.8,1,0.4,5,0
cust_005353,1,80.42,602,80.42,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_005354,3,456.01,86,152.0,4.0,1,573,286.0,1.3,1,0.333,4,0
cust_005355,1,200.37,530,200.37,2.0,1,0,0.0,3.0,1,1.0,1,1
cust_005356,1,138.65,54,138.65,3.0,1,0,0.0,4.0,1,0.0,1,0
cust_005357,1,407.65,340,407.65,4.0,1,0,0.0,1.0,1,0.0,2,1
cust_005358,3,261.85,8,87.28,4.0,3,133,66.0,6.0,1,0.0,4,0
cust_005359,3,591.07,29,197.02,5.0,1,612,305.5,3.0,1,0.667,4,0
cust_005360,3,215.1,59,71.7,5.0,3,330,164.5,5.0,1,0.0,3,0
cust_005361,4,585.83,341,146.46,3.33,3,314,104.7,1.5,1,0.0,2,1
cust_005362,2,462.25,69,231.12,4.5,2,206,206.0,2.5,1,0.5,2,0
cust_005363,2,361.87,209,180.94,4.5,2,429,429.0,1.5,1,0.5,3,1
cust_005364,2,282.69,555,141.34,5.0,2,27,27.0,3.5,1,1.0,1,1
cust_005365,2,221.01,130,110.5,3.5,2,74,74.0,3.0,1,0.5,2,1
cust_005366,2,160.64,82,80.32,4.5,2,426,426.0,3.0,1,0.5,2,0
cust_005367,4,473.06,53,118.26,5.0,4,422,140.7,1.0,1,0.5,3,0
cust_005368,4,852.76,7,213.19,4.75,4,470,156.3,3.0,1,0.5,5,0
cust_005369,5,539.86,234,107.97,3.75,4,424,105.5,2.0,1,0.0,4,1
cust_005371,5,598.04,75,119.61,4.5,4,537,133.8,3.2,1,0.0,6,0
cust_005372,3,591.47,89,197.16,4.5,2,98,49.0,2.7,1,0.0,4,0
cust_005373,3,556.99,38,185.66,5.0,3,678,338.5,1.0,1,0.0,3,0
cust_005374,10,1569.41,13,156.94,3.89,9,678,75.0,2.7,1,0.0,10,0
cust_005375,2,636.5,322,318.25,4.5,2,228,228.0,5.0,1,0.5,3,1
cust_005376,5,619.52,12,123.9,3.6,5,630,157.0,3.6,1,0.4,5,0
cust_005377,3,211.11,40,70.37,5.0,3,289,144.5,2.3,1,0.0,3,0
cust_005378,3,374.95,20,124.98,3.33,3,668,333.5,4.7,1,0.0,3,0
cust_005379,1,106.16,642,106.16,1.0,1,0,0.0,1.0,1,0.0,1,1
cust_005380,5,762.69,39,152.54,4.67,3,509,126.8,2.8,1,0.4,5,0
cust_005381,2,258.9,41,129.45,5.0,1,59,59.0,1.0,1,0.0,2,0
cust_005382,2,167.43,19,83.72,3.0,1,154,154.0,4.0,1,0.5,2,0
cust_005383,2,213.02,29,106.51,5.0,2,527,527.0,4.0,1,0.0,2,0
cust_005384,10,1574.4,70,157.44,4.0,8,523,57.8,3.1,1,0.2,10,0
cust_005385,2,210.74,33,105.37,5.0,2,254,254.0,6.5,1,0.0,3,0
cust_005386,2,204.26,160,102.13,3.0,1,469,469.0,1.0,1,0.0,2,1
cust_005387,3,413.86,46,137.95,4.0,3,431,215.5,1.3,1,0.333,4,0
cust_005388,1,63.66,242,63.66,0.0,0,0,0.0,1.0,1,0.0,1,1
cust_005389,3,348.1,46,116.03,4.67,3,386,193.0,1.0,1,0.333,3,0
cust_005390,4,864.71,47,216.18,3.67,3,634,211.3,1.5,1,0.25,6,0
cust_005391,1,82.22,17,82.22,3.0,1,0,0.0,3.0,1,0.0,1,0
cust_005392,2,163.28,73,81.64,5.0,2,203,203.0,3.0,1,0.0,2,0
cust_005393,5,596.34,60,119.27,4.75,4,605,151.0,4.2,1,0.4,5,0
cust_005394,6,1348.34,28,224.72,3.33,6,511,101.8,3.3,1,0.167,5,0
cust_005395,6,997.99,29,166.33,3.75,4,678,135.0,1.8,1,0.0,5,0
cust_005396,4,584.88,18,146.22,4.33,3,219,72.3,2.8,1,0.0,4,0
cust_005397,3,388.09,52,129.36,4.67,3,564,281.5,4.3,1,0.0,2,0
cust_005398,3,322.53,31,107.51,3.33,3,616,308.0,6.3,1,0.333,2,0
cust_005399,4,399.06,189,99.76,4.0,3,305,101.3,1.5,1,0.25,3,1
cust_005400,3,212.28,36,70.76,3.67,3,338,169.0,1.7,1,0.0,3,0
cust_005401,3,880.35,56,293.45,5.0,3,275,137.5,5.7,1,0.333,5,0
cust_005402,6,614.68,54,102.45,4.5,6,580,115.4,4.8,1,0.167,6,0
cust_005403,4,419.48,45,104.87,3.25,4,395,131.3,4.5,1,0.0,4,0
cust_005404,1,279.3,36,279.3,4.0,1,0,0.0,2.0,1,0.0,2,0
cust_005405,1,113.6,428,113.6,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_005406,1,72.25,321,72.25,5.0,1,0,0.0,4.0,1,1.0,1,1
cust_005407,4,451.41,17,112.85,5.0,4,616,205.0,1.8,1,0.25,3,0
cust_005408,5,1006.23,25,201.25,4.4,5,355,88.5,1.2,1,0.0,6,0
cust_005409,1,207.39,378,207.39,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_005410,4,463.25,83,115.81,4.33,3,327,108.7,4.2,1,0.25,4,0
cust_005411,3,245.17,23,81.72,4.67,3,109,54.0,2.7,1,0.0,3,0
cust_005412,1,58.41,666,58.41,4.0,1,0,0.0,1.0,1,0.0,1,1
cust_005413,3,296.53,61,98.84,4.5,2,609,304.0,3.3,1,0.0,3,0
cust_005414,2,367.59,37,183.8,4.5,2,527,527.0,6.0,1,0.0,3,0
cust_005415,1,253.51,682,253.51,5.0,1,0,0.0,8.0,1,0.0,2,1
cust_005416,4,628.09,21,157.02,5.0,4,433,143.7,2.2,1,0.25,4,0
cust_005417,1,54.02,376,54.02,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_005418,3,440.46,31,146.82,5.0,2,166,83.0,6.3,1,0.333,4,0
cust_005419,4,262.01,20,65.5,4.25,4,612,203.7,1.8,1,0.25,4,0
cust_005421,3,494.12,74,164.71,2.5,2,328,164.0,1.3,1,0.0,3,0
cust_005422,3,391.11,78,130.37,4.33,3,307,153.0,2.7,1,0.333,2,0
cust_005423,4,668.65,69,167.16,5.0,3,568,189.0,2.8,1,0.25,4,0
cust_005424,3,287.67,17,95.89,3.67,3,443,221.5,4.7,1,0.0,2,0
cust_005425,2,512.96,396,256.48,0.0,0,188,188.0,3.5,1,0.0,3,1
